"","site_brom.id","site","mu","k","species","abundance","biomass","key","name0","Domain","Kingdom","Phyllum","Sub.Phyllum","class","Sub.Class","ord","subord","family","subfamily","genus","species.y","name1","name2","name3","realm","functional_group","micro_macro","predation","BS1","BS2","BS3","BS4","BS5","AS1","AS2","AS3","AS4","RE1","RE2","RE3","RE4","RE5","RE6","RE7","RE8","DM1","DM2","RF1","RF2","RF3","RF4","RM1","RM2","RM3","RM4","RM5","LO1","LO2","LO3","LO4","LO5","LO6","LO7","FD1","FD2","FD3","FD4","FD5","FD6","FD7","FD8","FG1","FG2","FG3","FG4","FG5","FG6"
"1346","frenchguiana_72","frenchguiana",2,2,"Diptera.438",2,0.0016,"k125","Cecidomyiidae.spp","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,NA,NA,"aquatic","piercer","macro","predator",0,3,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,3,1,0,0,0,3,1,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
"1347","frenchguiana_72","frenchguiana",2,2,"Diptera.441",11,5.8475,"k558","Trentepholia sp","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Limoniidae","Limoniinae","Trentepohlia",NA,NA,NA,NA,"aquatic","shredder","macro","prey",0,0,0,3,0,3,3,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,1,3,0,3,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0
"1348","frenchguiana_72","frenchguiana",2,2,"Diptera.442",2,0.1294,"k382","Wyeomyia sp 2","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae","Wyeomyia",NA,NA,NA,NA,"aquatic","filter.feeder","macro","prey",0,1,3,0,0,2,3,3,0,0,3,1,0,0,0,0,0,1,3,0,0,3,0,0,0,0,3,0,0,1,3,0,0,0,0,3,2,0,3,0,0,0,0,2,0,0,3,0,0
"1349","frenchguiana_72","frenchguiana",2,2,"Diptera.87",1,0.0315,"k287","Corethrella sp.","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae","Corethrella",NA,NA,NA,NA,"aquatic","engulfer","macro","predator",0,3,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"1350","frenchguiana_72","frenchguiana",2,2,"Hemiptera.13",1,1.0651,"k609","Paravelia sp","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Hemiptera","Heteroptera","Veliidae",NA,"Paravelia",NA,NA,NA,NA,"terrestrial","piercer","macro","predator",0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,2,0,1,3,0,0,0,3,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,3,1
"1351","frenchguiana_72","frenchguiana",2,2,"Oligochaeta.13",11,0.33,"k647","Aulophorus superterreneus","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Naididae","Naidinae","Dero","(Aulophorus) superterrenus","Oligochaeta.3","Oligochaeta.4",NA,"aquatic","gatherer","macro","prey",0,0,0,3,2,3,3,0,3,0,2,1,0,0,0,0,3,3,0,0,3,0,0,3,3,0,0,0,0,0,2,0,0,1,0,1,2,0,2,0,0,0,0,3,0,1,0,0,0
"1352","frenchguiana_72","frenchguiana",2,2,"Ostracoda.8",12,0.7344,"k656","Elpidium bromeliarum","Eukaryota","Animalia","Arthropoda","Crustacea","Ostracoda","Podocopa","Podocopida","Cytherocopina","Limnocytheridae","Timiriaseviinae","Elpidium","bromeliarum",NA,NA,NA,"aquatic","scraper","macro","prey",3,0,0,0,0,3,3,0,3,3,3,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,3,0,0,3,3,0,1,3,1,0,3,1,0,3,0,1
"1353","frenchguiana_75","frenchguiana",0.6,1,"Coleoptera.11",16,4.7142,"k69","Cyphon sp.","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,"Contacyphon",NA,NA,NA,NA,"aquatic","scraper","macro","prey",0,0,0,3,0,3,3,0,0,0,0,0,3,1,0,3,0,0,3,0,0,0,3,1,0,3,3,0,0,0,0,3,0,1,0,3,3,3,0,0,0,0,0,0,2,3,0,0,0
"1354","frenchguiana_75","frenchguiana",0.6,1,"Diptera.107",2,0.0767,"k365","Culex sp1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae","Culex",NA,NA,NA,NA,"aquatic","filter.feeder","macro","prey",0,0,3,0,0,2,3,3,0,0,0,0,1,3,1,1,0,1,3,0,0,2,0,0,0,0,3,0,0,2,3,0,0,0,0,3,2,0,3,0,0,0,0,2,0,0,3,0,0
"1355","frenchguiana_75","frenchguiana",0.6,1,"Diptera.439",1,0.9775,"k434","Limoniinae sp2","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Limoniidae","Limoniinae",NA,NA,NA,NA,NA,"aquatic","shredder","macro","prey",0,0,0,3,0,3,3,3,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,1,3,0,3,0,0,0,0,0,3,0,0,1,1,3,0,1,0,1,1,1,3,0,0,0,1
"1356","frenchguiana_75","frenchguiana",0.6,1,"Diptera.440",2,0.063,"k580","Nematocera","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera",NA,NA,NA,NA,NA,NA,NA,"aquatic",NA,"macro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1357","frenchguiana_75","frenchguiana",0.6,1,"Diptera.441",8,3.4125,"k558","Trentepholia sp","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Limoniidae","Limoniinae","Trentepohlia",NA,NA,NA,NA,"aquatic","shredder","macro","prey",0,0,0,3,0,3,3,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,1,3,0,3,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0
"1358","frenchguiana_75","frenchguiana",0.6,1,"Diptera.87",3,0.0945,"k287","Corethrella sp.","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae","Corethrella",NA,NA,NA,NA,"aquatic","engulfer","macro","predator",0,3,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"1359","frenchguiana_75","frenchguiana",0.6,1,"Hemiptera.13",4,1.0651,"k609","Paravelia sp","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Hemiptera","Heteroptera","Veliidae",NA,"Paravelia",NA,NA,NA,NA,"terrestrial","piercer","macro","predator",0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,2,0,1,3,0,0,0,3,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,3,1
"1360","frenchguiana_75","frenchguiana",0.6,1,"Ostracoda.8",54,3.3048,"k656","Elpidium bromeliarum","Eukaryota","Animalia","Arthropoda","Crustacea","Ostracoda","Podocopa","Podocopida","Cytherocopina","Limnocytheridae","Timiriaseviinae","Elpidium","bromeliarum",NA,NA,NA,"aquatic","scraper","macro","prey",3,0,0,0,0,3,3,0,3,3,3,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,3,0,0,3,3,0,1,3,1,0,3,1,0,3,0,1
"1361","frenchguiana_76","frenchguiana",2.5,2,"Coleoptera.11",7,0.6864,"k69","Cyphon sp.","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,"Contacyphon",NA,NA,NA,NA,"aquatic","scraper","macro","prey",0,0,0,3,0,3,3,0,0,0,0,0,3,1,0,3,0,0,3,0,0,0,3,1,0,3,3,0,0,0,0,3,0,1,0,3,3,3,0,0,0,0,0,0,2,3,0,0,0
"1362","frenchguiana_76","frenchguiana",2.5,2,"Diptera.108",1,0.061,"k366","Culex sp2","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae","Culex",NA,NA,NA,NA,"aquatic","filter.feeder","macro","prey",0,0,3,0,0,2,3,3,0,0,0,0,1,3,1,1,0,1,3,0,0,2,0,0,0,0,3,0,0,2,3,0,0,0,0,3,2,0,3,0,0,0,0,2,0,0,3,0,0
"1363","frenchguiana_76","frenchguiana",2.5,2,"Diptera.24",11,0.5621,"k164","Bezzia sp2","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae","Bezzia",NA,NA,NA,NA,"aquatic","piercer","macro","predator",0,3,0,0,0,3,3,3,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,3,3,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"1364","frenchguiana_76","frenchguiana",2.5,2,"Diptera.302",1,0.0377,"k379","Wyeomyia aphobema","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae","Wyeomyia","aphobema",NA,NA,NA,"aquatic","filter.feeder","macro","prey",0,1,3,0,0,2,3,3,0,0,3,1,0,0,0,0,0,1,3,0,0,3,0,0,0,0,3,0,0,1,3,0,0,0,0,3,2,0,3,0,0,0,0,2,0,0,3,0,0
"1365","frenchguiana_76","frenchguiana",2.5,2,"Diptera.441",5,2.435,"k558","Trentepholia sp","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Limoniidae","Limoniinae","Trentepohlia",NA,NA,NA,NA,"aquatic","shredder","macro","prey",0,0,0,3,0,3,3,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,1,3,0,3,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0
"1366","frenchguiana_76","frenchguiana",2.5,2,"Diptera.87",1,0.0315,"k287","Corethrella sp.","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae","Corethrella",NA,NA,NA,NA,"aquatic","engulfer","macro","predator",0,3,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"1367","frenchguiana_76","frenchguiana",2.5,2,"Hemiptera.13",3,3.1953,"k609","Paravelia sp","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Hemiptera","Heteroptera","Veliidae",NA,"Paravelia",NA,NA,NA,NA,"terrestrial","piercer","macro","predator",0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,2,0,1,3,0,0,0,3,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,3,1
"1368","frenchguiana_76","frenchguiana",2.5,2,"Oligochaeta.13",5,0.15,"k647","Aulophorus superterreneus","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Naididae","Naidinae","Dero","(Aulophorus) superterrenus","Oligochaeta.3","Oligochaeta.4",NA,"aquatic","gatherer","macro","prey",0,0,0,3,2,3,3,0,3,0,2,1,0,0,0,0,3,3,0,0,3,0,0,3,3,0,0,0,0,0,2,0,0,1,0,1,2,0,2,0,0,0,0,3,0,1,0,0,0
"1369","frenchguiana_76","frenchguiana",2.5,2,"Ostracoda.8",39,2.3868,"k656","Elpidium bromeliarum","Eukaryota","Animalia","Arthropoda","Crustacea","Ostracoda","Podocopa","Podocopida","Cytherocopina","Limnocytheridae","Timiriaseviinae","Elpidium","bromeliarum",NA,NA,NA,"aquatic","scraper","macro","prey",3,0,0,0,0,3,3,0,3,3,3,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,3,0,0,3,3,0,1,3,1,0,3,1,0,3,0,1
"1370","frenchguiana_76","frenchguiana",2.5,2,"Platyhelminthes.14",1,3e-04,"k672","Turbellaria","Eukaryota","Animalia","Platyhelminthes",NA,"Turbellaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic",NA,"macro",NA,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0,1,3,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3
"1371","frenchguiana_77","frenchguiana",0.1,0.5,"Coleoptera.11",36,9.6672,"k69","Cyphon sp.","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,"Contacyphon",NA,NA,NA,NA,"aquatic","scraper","macro","prey",0,0,0,3,0,3,3,0,0,0,0,0,3,1,0,3,0,0,3,0,0,0,3,1,0,3,3,0,0,0,0,3,0,1,0,3,3,3,0,0,0,0,0,0,2,3,0,0,0
"1372","frenchguiana_77","frenchguiana",0.1,0.5,"Diptera.24",3,0.1533,"k164","Bezzia sp2","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae","Bezzia",NA,NA,NA,NA,"aquatic","piercer","macro","predator",0,3,0,0,0,3,3,3,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,3,3,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"1373","frenchguiana_77","frenchguiana",0.1,0.5,"Diptera.302",1,0.09175,"k379","Wyeomyia aphobema","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae","Wyeomyia","aphobema",NA,NA,NA,"aquatic","filter.feeder","macro","prey",0,1,3,0,0,2,3,3,0,0,3,1,0,0,0,0,0,1,3,0,0,3,0,0,0,0,3,0,0,1,3,0,0,0,0,3,2,0,3,0,0,0,0,2,0,0,3,0,0
"1374","frenchguiana_77","frenchguiana",0.1,0.5,"Diptera.438",1,8e-04,"k125","Cecidomyiidae.spp","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,NA,NA,"aquatic","piercer","macro","predator",0,3,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,3,1,0,0,0,3,1,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
"1375","frenchguiana_77","frenchguiana",0.1,0.5,"Diptera.441",4,1.4575,"k558","Trentepholia sp","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Limoniidae","Limoniinae","Trentepohlia",NA,NA,NA,NA,"aquatic","shredder","macro","prey",0,0,0,3,0,3,3,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,1,3,0,3,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0
"1376","frenchguiana_77","frenchguiana",0.1,0.5,"Diptera.87",2,0.063,"k287","Corethrella sp.","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae","Corethrella",NA,NA,NA,NA,"aquatic","engulfer","macro","predator",0,3,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"1377","frenchguiana_77","frenchguiana",0.1,0.5,"Oligochaeta.1",1,0.01,"k639","Aelosoma sp.","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Lumbricina","Aeolosomatidae",NA,"Aelosoma",NA,NA,NA,NA,"aquatic","gatherer","macro","prey",3,0,0,0,0,3,3,0,3,0,2,1,0,0,0,0,3,3,0,0,3,0,0,3,0,0,0,0,0,0,0,2,3,1,0,3,3,0,0,0,0,0,0,3,0,0,0,0,0
"1378","frenchguiana_77","frenchguiana",0.1,0.5,"Oligochaeta.13",4,0.12,"k647","Aulophorus superterreneus","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Naididae","Naidinae","Dero","(Aulophorus) superterrenus","Oligochaeta.3","Oligochaeta.4",NA,"aquatic","gatherer","macro","prey",0,0,0,3,2,3,3,0,3,0,2,1,0,0,0,0,3,3,0,0,3,0,0,3,3,0,0,0,0,0,2,0,0,1,0,1,2,0,2,0,0,0,0,3,0,1,0,0,0
"1379","frenchguiana_77","frenchguiana",0.1,0.5,"Ostracoda.8",23,1.4076,"k656","Elpidium bromeliarum","Eukaryota","Animalia","Arthropoda","Crustacea","Ostracoda","Podocopa","Podocopida","Cytherocopina","Limnocytheridae","Timiriaseviinae","Elpidium","bromeliarum",NA,NA,NA,"aquatic","scraper","macro","prey",3,0,0,0,0,3,3,0,3,3,3,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,3,0,0,3,3,0,1,3,1,0,3,1,0,3,0,1
"1380","frenchguiana_77","frenchguiana",0.1,0.5,"Platyhelminthes.14",1,3e-04,"k672","Turbellaria","Eukaryota","Animalia","Platyhelminthes",NA,"Turbellaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"aquatic",NA,"macro",NA,3,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,3,1,0,0,0,0,3,3,0,0,0,0,0,0,1,3,1,0,0,3,0,0,0,0,0,3,0,0,0,0,0,0,3
"1381","frenchguiana_78","frenchguiana",0.8,0.5,"Coleoptera.11",15,4.6545,"k69","Cyphon sp.","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,"Contacyphon",NA,NA,NA,NA,"aquatic","scraper","macro","prey",0,0,0,3,0,3,3,0,0,0,0,0,3,1,0,3,0,0,3,0,0,0,3,1,0,3,3,0,0,0,0,3,0,1,0,3,3,3,0,0,0,0,0,0,2,3,0,0,0
"1382","frenchguiana_78","frenchguiana",0.8,0.5,"Diptera.23",2,0.09,"k163","Bezzia sp1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae","Bezzia",NA,NA,NA,NA,"aquatic","piercer","macro","predator",0,3,0,0,0,3,3,3,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,3,3,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"1383","frenchguiana_78","frenchguiana",0.8,0.5,"Diptera.24",5,0.2555,"k164","Bezzia sp2","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae","Bezzia",NA,NA,NA,NA,"aquatic","piercer","macro","predator",0,3,0,0,0,3,3,3,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,3,3,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"1384","frenchguiana_78","frenchguiana",0.8,0.5,"Diptera.302",11,0.631,"k379","Wyeomyia aphobema","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae","Wyeomyia","aphobema",NA,NA,NA,"aquatic","filter.feeder","macro","prey",0,1,3,0,0,2,3,3,0,0,3,1,0,0,0,0,0,1,3,0,0,3,0,0,0,0,3,0,0,1,3,0,0,0,0,3,2,0,3,0,0,0,0,2,0,0,3,0,0
"1385","frenchguiana_78","frenchguiana",0.8,0.5,"Diptera.441",4,2.755,"k558","Trentepholia sp","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Limoniidae","Limoniinae","Trentepohlia",NA,NA,NA,NA,"aquatic","shredder","macro","prey",0,0,0,3,0,3,3,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,1,3,0,3,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0
"1386","frenchguiana_78","frenchguiana",0.8,0.5,"Oligochaeta.13",5,0.15,"k647","Aulophorus superterreneus","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Naididae","Naidinae","Dero","(Aulophorus) superterrenus","Oligochaeta.3","Oligochaeta.4",NA,"aquatic","gatherer","macro","prey",0,0,0,3,2,3,3,0,3,0,2,1,0,0,0,0,3,3,0,0,3,0,0,3,3,0,0,0,0,0,2,0,0,1,0,1,2,0,2,0,0,0,0,3,0,1,0,0,0
"1387","frenchguiana_78","frenchguiana",0.8,0.5,"Ostracoda.8",152,9.1152,"k656","Elpidium bromeliarum","Eukaryota","Animalia","Arthropoda","Crustacea","Ostracoda","Podocopa","Podocopida","Cytherocopina","Limnocytheridae","Timiriaseviinae","Elpidium","bromeliarum",NA,NA,NA,"aquatic","scraper","macro","prey",3,0,0,0,0,3,3,0,3,3,3,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,3,0,0,3,3,0,1,3,1,0,3,1,0,3,0,1
"1388","frenchguiana_79","frenchguiana",3,0.5,"Coleoptera.11",24,5.2515,"k69","Cyphon sp.","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,"Contacyphon",NA,NA,NA,NA,"aquatic","scraper","macro","prey",0,0,0,3,0,3,3,0,0,0,0,0,3,1,0,3,0,0,3,0,0,0,3,1,0,3,3,0,0,0,0,3,0,1,0,3,3,3,0,0,0,0,0,0,2,3,0,0,0
"1389","frenchguiana_79","frenchguiana",3,0.5,"Diptera.107",2,0.0314,"k365","Culex sp1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae","Culex",NA,NA,NA,NA,"aquatic","filter.feeder","macro","prey",0,0,3,0,0,2,3,3,0,0,0,0,1,3,1,1,0,1,3,0,0,2,0,0,0,0,3,0,0,2,3,0,0,0,0,3,2,0,3,0,0,0,0,2,0,0,3,0,0
"1390","frenchguiana_79","frenchguiana",3,0.5,"Diptera.24",3,0.1533,"k164","Bezzia sp2","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Ceratopogonidae","Ceratopogoninae","Bezzia",NA,NA,NA,NA,"aquatic","piercer","macro","predator",0,3,0,0,0,3,3,3,0,0,0,0,2,2,0,0,0,0,2,0,0,2,0,3,3,0,0,0,0,0,3,2,3,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"1391","frenchguiana_79","frenchguiana",3,0.5,"Diptera.302",2,0.1835,"k379","Wyeomyia aphobema","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae","Wyeomyia","aphobema",NA,NA,NA,"aquatic","filter.feeder","macro","prey",0,1,3,0,0,2,3,3,0,0,3,1,0,0,0,0,0,1,3,0,0,3,0,0,0,0,3,0,0,1,3,0,0,0,0,3,2,0,3,0,0,0,0,2,0,0,3,0,0
"1392","frenchguiana_79","frenchguiana",3,0.5,"Diptera.438",1,8e-04,"k125","Cecidomyiidae.spp","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Cecidomyiidae",NA,NA,NA,NA,NA,NA,"aquatic","piercer","macro","predator",0,3,0,0,0,1,3,1,0,0,0,0,1,0,0,1,0,3,1,0,0,0,3,1,0,0,3,0,0,0,0,3,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0
"1393","frenchguiana_79","frenchguiana",3,0.5,"Diptera.441",3,2.115,"k558","Trentepholia sp","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Limoniidae","Limoniinae","Trentepohlia",NA,NA,NA,NA,"aquatic","shredder","macro","prey",0,0,0,3,0,3,3,1,0,0,0,0,3,3,0,0,0,0,3,0,0,0,3,1,3,0,3,0,0,0,0,0,3,0,0,0,0,3,0,1,0,0,0,0,3,0,0,0,0
"1394","frenchguiana_79","frenchguiana",3,0.5,"Diptera.87",3,0.0945,"k287","Corethrella sp.","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Corethrellidae","Corethrellinae","Corethrella",NA,NA,NA,NA,"aquatic","engulfer","macro","predator",0,3,0,0,0,3,3,3,0,0,3,0,0,0,0,0,0,0,3,3,0,0,0,0,0,0,3,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3
"1395","frenchguiana_79","frenchguiana",3,0.5,"Hemiptera.13",1,1.0651,"k609","Paravelia sp","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Hemiptera","Heteroptera","Veliidae",NA,"Paravelia",NA,NA,NA,NA,"terrestrial","piercer","macro","predator",0,3,0,0,0,0,3,0,3,0,0,0,3,0,0,2,0,1,3,0,0,0,3,0,0,0,3,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,1,0,0,0,0,3,1
"1396","frenchguiana_79","frenchguiana",3,0.5,"Oligochaeta.13",6,0.18,"k647","Aulophorus superterreneus","Eukaryota","Animalia","Annelida",NA,"Clitellata","Oligochaeta","Haplotaxida","Tubificina","Naididae","Naidinae","Dero","(Aulophorus) superterrenus","Oligochaeta.3","Oligochaeta.4",NA,"aquatic","gatherer","macro","prey",0,0,0,3,2,3,3,0,3,0,2,1,0,0,0,0,3,3,0,0,3,0,0,3,3,0,0,0,0,0,2,0,0,1,0,1,2,0,2,0,0,0,0,3,0,1,0,0,0
"1397","frenchguiana_79","frenchguiana",3,0.5,"Ostracoda.8",33,2.0196,"k656","Elpidium bromeliarum","Eukaryota","Animalia","Arthropoda","Crustacea","Ostracoda","Podocopa","Podocopida","Cytherocopina","Limnocytheridae","Timiriaseviinae","Elpidium","bromeliarum",NA,NA,NA,"aquatic","scraper","macro","prey",3,0,0,0,0,3,3,0,3,3,3,3,0,0,0,0,0,3,0,0,0,0,3,3,0,0,0,0,0,0,3,3,0,3,0,0,3,3,0,1,3,1,0,3,1,0,3,0,1
"1398","frenchguiana_81","frenchguiana",2,1,"Coleoptera.11",51,9.2202,"k69","Cyphon sp.","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Coleoptera","Polyphaga","Scirtidae",NA,"Contacyphon",NA,NA,NA,NA,"aquatic","scraper","macro","prey",0,0,0,3,0,3,3,0,0,0,0,0,3,1,0,3,0,0,3,0,0,0,3,1,0,3,3,0,0,0,0,3,0,1,0,3,3,3,0,0,0,0,0,0,2,3,0,0,0
"1399","frenchguiana_81","frenchguiana",2,1,"Diptera.107",9,0.2319,"k365","Culex sp1","Eukaryota","Animalia","Arthropoda",NA,"Insecta","Neoptera","Diptera","Nematocera","Culicidae","Culicinae","Culex",NA,NA,NA,NA,"aquatic","filter.feeder","macro","prey",0,0,3,0,0,2,3,3,0,0,0,0,1,3,1,1,0,1,3,0,0,2,0,0,0,0,3,0,0,2,3,0,0,0,0,3,2,0,3,0,0,0,0,2,0,0,3,0,0
