site_brom.id,site,mu,k,bwg_name,abundance,biomass,species_id,domain,kingdom,phylum,subphylum,class,subclass,ord,subord,family,subfamily,tribe,genus,species,subspecies,functional_group,predation,realm,micro_macro,barcode
frenchguiana_82,frenchguiana,0.2,2,Coleoptera.11,6,1.7007,6551,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,Contacyphon,NA,NA,scraper,prey,aquatic,macro,NA
frenchguiana_82,frenchguiana,0.2,2,Diptera.107,7,0.2458,4821,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA
frenchguiana_82,frenchguiana,0.2,2,Diptera.24,2,0.1022,3716,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA
frenchguiana_82,frenchguiana,0.2,2,Diptera.302,1,0.0917,4896,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,aphobema,NA,filter.feeder,prey,aquatic,macro,NA
frenchguiana_82,frenchguiana,0.2,2,Diptera.439,1,0.16,5196,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Limoniinae,NA,NA,NA,NA,shredder,prey,aquatic,macro,NA
frenchguiana_82,frenchguiana,0.2,2,Diptera.441,13,2.8975,5861,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Limoniinae,NA,Trentepohlia,NA,NA,shredder,prey,aquatic,macro,NA
frenchguiana_82,frenchguiana,0.2,2,Diptera.87,6,0.189,4391,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Corethrellidae,Corethrellinae,NA,Corethrella,NA,NA,engulfer,predator,aquatic,macro,NA
frenchguiana_82,frenchguiana,0.2,2,Oligochaeta.13,3,0.09,6341,Eukaryota,Animalia,Annelida,NA,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,Naidinae,NA,Aulophorus,superterrenus,NA,gatherer,prey,aquatic,macro,NA
frenchguiana_82,frenchguiana,0.2,2,Ostracoda.8,90,5.3784,6391,Eukaryota,Animalia,Arthropoda,Crustacea,Ostracoda,Podocopa,Podocopida,Cytherocopina,Limnocytheridae,Timiriaseviinae,NA,Elpidium,bromeliarum,NA,scraper,prey,aquatic,macro,NA
frenchguiana_85,frenchguiana,1,2,Coleoptera.11,1,0.0597,6551,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,Contacyphon,NA,NA,scraper,prey,aquatic,macro,NA
frenchguiana_85,frenchguiana,1,2,Diptera.23,2,0.09,3711,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA
frenchguiana_85,frenchguiana,1,2,Diptera.24,7,0.3577,3716,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA
frenchguiana_85,frenchguiana,1,2,Diptera.302,3,0.1131,4896,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,aphobema,NA,filter.feeder,prey,aquatic,macro,NA
frenchguiana_85,frenchguiana,1,2,Diptera.438,1,8e-4,3506,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,aquatic,macro,NA
frenchguiana_85,frenchguiana,1,2,Diptera.441,3,1.2975,5861,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Limoniinae,NA,Trentepohlia,NA,NA,shredder,prey,aquatic,macro,NA
frenchguiana_85,frenchguiana,1,2,Odonata.2,2,0.135,6246,Eukaryota,Animalia,Arthropoda,NA,Insecta,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,NA,NA,NA,NA,NA,engulfer,predator,aquatic,macro,NA
frenchguiana_85,frenchguiana,1,2,Oligochaeta.13,3,0.09,6341,Eukaryota,Animalia,Annelida,NA,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,Naidinae,NA,Aulophorus,superterrenus,NA,gatherer,prey,aquatic,macro,NA
frenchguiana_85,frenchguiana,1,2,Ostracoda.8,27,1.6236,6391,Eukaryota,Animalia,Arthropoda,Crustacea,Ostracoda,Podocopa,Podocopida,Cytherocopina,Limnocytheridae,Timiriaseviinae,NA,Elpidium,bromeliarum,NA,scraper,prey,aquatic,macro,NA
frenchguiana_85,frenchguiana,1,2,Platyhelminthes.14,1,3e-4,6481,Eukaryota,Animalia,Platyhelminthes,NA,Turbellaria,NA,NA,NA,NA,NA,NA,NA,NA,NA,engulfer,predator,aquatic,macro,NA
frenchguiana_87,frenchguiana,2,0.5,Coleoptera.11,4,0.2388,6551,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,Contacyphon,NA,NA,scraper,prey,aquatic,macro,NA
frenchguiana_87,frenchguiana,2,0.5,Diptera.107,4,0.0628,4821,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA
frenchguiana_87,frenchguiana,2,0.5,Diptera.12,1,0.04,4756,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Anophelinae,NA,Anopheles,neivai,NA,filter.feeder,prey,aquatic,macro,NA
frenchguiana_87,frenchguiana,2,0.5,Diptera.24,6,0.3066,3716,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA
frenchguiana_87,frenchguiana,2,0.5,Diptera.302,1,0.0377,4896,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,aphobema,NA,filter.feeder,prey,aquatic,macro,NA
frenchguiana_87,frenchguiana,2,0.5,Diptera.438,5,0.004,3506,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,aquatic,macro,NA
frenchguiana_87,frenchguiana,2,0.5,Diptera.441,4,0.64,5861,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Limoniinae,NA,Trentepohlia,NA,NA,shredder,prey,aquatic,macro,NA
frenchguiana_87,frenchguiana,2,0.5,Diptera.87,5,0.1575,4391,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Corethrellidae,Corethrellinae,NA,Corethrella,NA,NA,engulfer,predator,aquatic,macro,NA
frenchguiana_87,frenchguiana,2,0.5,Ostracoda.8,32,1.9584,6391,Eukaryota,Animalia,Arthropoda,Crustacea,Ostracoda,Podocopa,Podocopida,Cytherocopina,Limnocytheridae,Timiriaseviinae,NA,Elpidium,bromeliarum,NA,scraper,prey,aquatic,macro,NA
frenchguiana_88,frenchguiana,3,2,Coleoptera.11,32,4.1778,6551,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,Contacyphon,NA,NA,scraper,prey,aquatic,macro,NA
frenchguiana_88,frenchguiana,3,2,Diptera.107,1,0.0157,4821,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA
frenchguiana_88,frenchguiana,3,2,Diptera.23,2,0.09,3711,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA
frenchguiana_88,frenchguiana,3,2,Diptera.24,4,0.2044,3716,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA
frenchguiana_88,frenchguiana,3,2,Diptera.441,9,4.71,5861,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Limoniinae,NA,Trentepohlia,NA,NA,shredder,prey,aquatic,macro,NA
frenchguiana_88,frenchguiana,3,2,Diptera.87,2,0.063,4391,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Corethrellidae,Corethrellinae,NA,Corethrella,NA,NA,engulfer,predator,aquatic,macro,NA
frenchguiana_88,frenchguiana,3,2,Oligochaeta.13,5,0.15,6341,Eukaryota,Animalia,Annelida,NA,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,Naidinae,NA,Aulophorus,superterrenus,NA,gatherer,prey,aquatic,macro,NA
frenchguiana_88,frenchguiana,3,2,Ostracoda.8,122,7.4664,6391,Eukaryota,Animalia,Arthropoda,Crustacea,Ostracoda,Podocopa,Podocopida,Cytherocopina,Limnocytheridae,Timiriaseviinae,NA,Elpidium,bromeliarum,NA,scraper,prey,aquatic,macro,NA
frenchguiana_9,frenchguiana,0.2,0.5,Coleoptera.10,5,0.828,4461,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Adephaga,Dytiscidae,Copelatus,NA,NA,NA,NA,engulfer,predator,aquatic,macro,NA
frenchguiana_9,frenchguiana,0.2,0.5,Coleoptera.11,9,2.9538,6551,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,Contacyphon,NA,NA,scraper,prey,aquatic,macro,NA
frenchguiana_9,frenchguiana,0.2,0.5,Diptera.24,1,0.0511,3716,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Bezzia,NA,NA,piercer,predator,aquatic,macro,NA
frenchguiana_9,frenchguiana,0.2,0.5,Diptera.302,2,0.12946,4896,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,aphobema,NA,filter.feeder,prey,aquatic,macro,NA
frenchguiana_9,frenchguiana,0.2,0.5,Diptera.438,1,8e-4,3506,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Cecidomyiidae,NA,NA,NA,NA,NA,piercer,prey,aquatic,macro,NA
frenchguiana_9,frenchguiana,0.2,0.5,Diptera.439,2,1.1375,5196,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Limoniinae,NA,NA,NA,NA,shredder,prey,aquatic,macro,NA
frenchguiana_9,frenchguiana,0.2,0.5,Diptera.441,5,2.435,5861,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Limoniidae,Limoniinae,NA,Trentepohlia,NA,NA,shredder,prey,aquatic,macro,NA
frenchguiana_9,frenchguiana,0.2,0.5,Diptera.87,4,0.126,4391,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Corethrellidae,Corethrellinae,NA,Corethrella,NA,NA,engulfer,predator,aquatic,macro,NA
frenchguiana_9,frenchguiana,0.2,0.5,Oligochaeta.13,4,0.12,6341,Eukaryota,Animalia,Annelida,NA,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,Naidinae,NA,Aulophorus,superterrenus,NA,gatherer,prey,aquatic,macro,NA
frenchguiana_9,frenchguiana,0.2,0.5,Ostracoda.8,48,2.9376,6391,Eukaryota,Animalia,Arthropoda,Crustacea,Ostracoda,Podocopa,Podocopida,Cytherocopina,Limnocytheridae,Timiriaseviinae,NA,Elpidium,bromeliarum,NA,scraper,prey,aquatic,macro,NA
macae_B10,macae,2,1,Coleoptera.27,2,0.369071556,6091,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA
macae_B10,macae,2,1,Coleoptera.28,7,0.900036767,6146,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA
macae_B10,macae,2,1,Coleoptera.29,3,0.080561897,6201,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA
macae_B10,macae,2,1,Coleoptera.30,9,0.223460837,6256,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA
macae_B10,macae,2,1,Coleoptera.56,2,6.773567704,4681,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Elateridae,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.101,11,0.507888138,4521,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,(Microculex) shopei,NA,filter.feeder,prey,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.113,4,0.075814606,4566,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,(Microculex) davisi,NA,filter.feeder,prey,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.115,13,0.354286086,3546,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Forcipomyia,NA,NA,gatherer,prey,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.15,9,0.077085082,3551,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.278,2,1.71075945,5776,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Tipulidae,NA,NA,NA,NA,NA,shredder,prey,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.380,12,0.16143171,3891,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,NA,NA,gatherer,prey,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.381,2,0.040486454,3896,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,NA,NA,gatherer,prey,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.444,2,0.025163401,3556,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.461,1,0.19501553,4621,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,forcipenis,NA,filter.feeder,prey,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.462,6,0.026485687,4631,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,(Microculex) siphanulatus,NA,filter.feeder,prey,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.469,1,0.012430603,5041,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Empididae,NA,NA,NA,NA,NA,piercer,predator,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.474,1,0.012430603,5201,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Muscidae,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.483,5,0.340388434,3616,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.486,2,0.388331602,4671,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,NA,NA,NA,NA,NA,filter.feeder,prey,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.64,2,0.117172997,3916,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,NA,NA,gatherer,prey,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.65,3,0.045120591,3921,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Tanypodinae,NA,Larsia,NA,NA,piercer,predator,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.67,6,0.068647711,3931,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Tanytarsus,NA,NA,gatherer,prey,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.69,8,0.264629054,3961,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Tanypodinae,NA,NA,NA,NA,piercer,predator,aquatic,macro,NA
macae_B10,macae,2,1,Diptera.86,55,1.095545848,4366,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Corethrellidae,Corethrellinae,NA,Corethrella,NA,NA,engulfer,predator,aquatic,macro,NA
macae_B10,macae,2,1,Odonata.3,3,1.78441475,6251,Eukaryota,Animalia,Arthropoda,NA,Insecta,Palaeoptera,Odonata,Zygoptera,Coenagrionidae,NA,NA,Leptagrion,andromache,NA,engulfer,predator,aquatic,macro,NA
macae_B10,macae,2,1,Oligochaeta.5,108,3.5059,6331,Eukaryota,Animalia,Annelida,NA,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,Naidinae,NA,Dero,(Aulophorus) superterrenus,NA,gatherer,prey,aquatic,macro,NA
macae_B10,macae,2,1,Ostracoda.4,9,0.679220427,6386,Eukaryota,Animalia,Arthropoda,Crustacea,Ostracoda,Podocopa,Podocopida,Cytherocopina,Limnocytheridae,Timiriaseviinae,NA,Elpidium,bromeliarum,NA,scraper,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Coleoptera.28,1,0.398644254,6146,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Coleoptera.30,1,0.147199316,6256,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.101,9,0.34041027,4521,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,(Microculex) shopei,NA,filter.feeder,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.113,3,0.013496448,4566,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,(Microculex) davisi,NA,filter.feeder,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.115,36,0.819133541,3546,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Forcipomyia,NA,NA,gatherer,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.134,1,0.051554574,5046,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Empididae,NA,NA,NA,NA,NA,piercer,predator,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.15,43,0.834594568,3551,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.278,12,2.452783265,5776,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Tipulidae,NA,NA,NA,NA,NA,shredder,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.380,28,0.40569477,3891,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,NA,NA,gatherer,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.381,2,0.026319803,3896,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,NA,NA,gatherer,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.444,2,0.041736662,3556,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.45,2,0.14668,3566,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Ceratopogoninae,NA,Culicoides,NA,NA,piercer,predator,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.452,3,0.274240501,3951,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Orthocladiinae,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.459,4,0.248304665,4611,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,(Microculex) daumasturus,NA,filter.feeder,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.461,6,0.563023806,4621,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Wyeomyia,forcipenis,NA,filter.feeder,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.462,5,0.021242292,4631,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,(Microculex) siphanulatus,NA,filter.feeder,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.463,1,0.004017577,4636,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,(Microculex) albipes,NA,filter.feeder,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.465,7,0.518345448,4531,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,NA,NA,filter.feeder,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.469,1,0.028150569,5041,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Brachycera,Empididae,NA,NA,NA,NA,NA,piercer,predator,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.482,2,0.068485549,3611,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,Forcipomyiinae,NA,Atrichopogon,NA,NA,gatherer,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.483,2,0.161415135,3616,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Ceratopogonidae,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.484,2,0.175406029,3981,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,NA,NA,NA,NA,NA,gatherer,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.486,2,0.289248676,4671,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,NA,NA,NA,NA,NA,filter.feeder,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.488,4,0.159829633,5786,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Tipulidae,NA,NA,NA,NA,NA,shredder,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.64,45,1.949233006,3916,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Chironomidae,Chironominae,NA,Polypedilum,NA,NA,gatherer,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Diptera.86,22,0.451261729,4366,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Corethrellidae,Corethrellinae,NA,Corethrella,NA,NA,engulfer,predator,aquatic,macro,NA
macae_B11,macae,0.2,2,Lepidoptera.2,1,0.010586209,6191,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Lepidoptera,NA,NA,NA,NA,NA,NA,NA,NA,NA,aquatic,macro,NA
macae_B11,macae,0.2,2,Oligochaeta.5,81,2.4667,6331,Eukaryota,Animalia,Annelida,NA,Clitellata,Oligochaeta,Haplotaxida,Tubificina,Naididae,Naidinae,NA,Dero,(Aulophorus) superterrenus,NA,gatherer,prey,aquatic,macro,NA
macae_B11,macae,0.2,2,Ostracoda.4,1,0.067357329,6386,Eukaryota,Animalia,Arthropoda,Crustacea,Ostracoda,Podocopa,Podocopida,Cytherocopina,Limnocytheridae,Timiriaseviinae,NA,Elpidium,bromeliarum,NA,scraper,prey,aquatic,macro,NA
macae_B12,macae,2.5,0.5,Coleoptera.18,1,0.033120626,5066,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Hydrophilidae,NA,NA,NA,NA,NA,engulfer,predator,aquatic,macro,NA
macae_B12,macae,2.5,0.5,Coleoptera.27,2,0.962042449,6091,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA
macae_B12,macae,2.5,0.5,Coleoptera.28,1,0.042439678,6146,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA
macae_B12,macae,2.5,0.5,Coleoptera.30,6,0.479290466,6256,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Scirtidae,NA,NA,NA,NA,NA,scraper,prey,aquatic,macro,NA
macae_B12,macae,2.5,0.5,Coleoptera.60,1,11.32029222,5606,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Coleoptera,Polyphaga,Lampyridae,NA,NA,NA,NA,NA,piercer,predator,aquatic,macro,NA
macae_B12,macae,2.5,0.5,Diptera.101,40,1.466798372,4521,Eukaryota,Animalia,Arthropoda,NA,Insecta,Neoptera,Diptera,Nematocera,Culicidae,Culicinae,NA,Culex,(Microculex) shopei,NA,filter.feeder,prey,aquatic,macro,NA
